SYMBOL	meta2d_pvalue
Gm5726|||Gm8677|||Gm5725|||Vmn1r117|||Gm8720|||Gm16442|||Gm16451|||Gm8653|||Gm6164|||Vmn1r132|||Vmn1r119|||Vmn1r151|||Gm5728|||Vmn1r122|||Vmn1r113|||Vmn1r94|||Vmn1r129|||Vmn1r127|||Vmn1r103|||Vmn1r104|||Vmn1r125|||Vmn1r121|||Vmn1r116|||Vmn1r139|||Vmn1r142|||Vmn1r143|||Gm8660|||Vmn1r155|||Vmn1r157|||Vmn1r124|||Vmn1r159|||Vmn1r107|||Vmn1r114|||Vmn1r158|||Vmn1r100|||Vmn1r112|||Vmn1r130|||Vmn1r137|||Vmn1r165|||Gm4133|||Gm4187|||Gm4201|||Gm4141|||Gm4216|||Gm4177|||Vmn1r95|||Gm10666|||Vmn1r148|||Vmn1r183|||Vmn1r93|||Vmn1r178|||Vmn1r123|||Vmn1r120|||Vmn1r160|||Vmn1r91|||Vmn1r128|||Vmn1r118|||Vmn1r115|||Vmn1r111|||Vmn1r135|||Vmn1r152|||Vmn1r163|||Vmn1r101|||Vmn1r126|||Vmn1r131|||Vmn1r149|||Gm8453|||Gm4498|||Gm8693|||Gm10665|||Gm10670|||Gm4214|||Gm4175|||Vmn1r166|||Vmn1r138|||Vmn1r180|||Vmn1r179|||Vmn1r181|||V1rd18|||V1rd19|||Vmn1r-ps79	2.2558
Gm4541|||Nlrp4e|||Nlrp4c	4.32463e-14
Vmn1r125|||Vmn1r116|||Vmn1r142|||Vmn1r143|||Vmn1r155|||Vmn1r107|||Vmn1r100|||Vmn1r130|||Vmn1r137|||Vmn1r165|||Vmn1r95|||Vmn1r148|||Vmn1r132|||Vmn1r151|||Gm5728|||Vmn1r122|||Vmn1r120|||Vmn1r94|||Vmn1r127|||Vmn1r91|||Vmn1r103|||Vmn1r104|||Vmn1r128|||Vmn1r121|||Vmn1r115|||Vmn1r135|||Vmn1r139|||Gm8660|||Vmn1r152|||Vmn1r157|||Vmn1r163|||Vmn1r124|||Vmn1r159|||Vmn1r114|||Vmn1r126|||Vmn1r112|||Gm16442|||Gm16451|||Gm8653|||Gm6164|||Gm10665|||Gm10670|||Gm4201|||Gm4141|||Gm4214|||Gm4175|||Gm4216|||Gm4177|||Gm10666|||Vmn1r93|||Vmn1r178|||Vmn1r123|||Vmn1r119|||Gm5725|||Vmn1r113|||Vmn1r160|||Vmn1r129|||Vmn1r118|||Vmn1r117|||Vmn1r111|||Gm8720|||Vmn1r101|||Vmn1r131|||Vmn1r149|||Vmn1r158|||Gm5726|||Gm8677|||Gm8453|||Gm4498|||Gm8693|||Gm4133|||Gm4187|||Vmn1r166|||Vmn1r138|||Vmn1r183|||Vmn1r180|||Vmn1r179|||Vmn1r181|||V1rd18|||V1rd19|||Vmn1r-ps79	2.83304
Vmn1r112|||Vmn1r132|||Vmn1r104|||Vmn1r125|||Vmn1r116|||Vmn1r139|||Vmn1r143|||Vmn1r155|||Vmn1r157|||Vmn1r107|||Vmn1r100|||Vmn1r130|||Vmn1r137|||Vmn1r165|||Vmn1r95|||Vmn1r148|||Vmn1r119|||Gm5725|||Vmn1r151|||Gm5728|||Vmn1r122|||Vmn1r120|||Vmn1r113|||Vmn1r94|||Vmn1r127|||Vmn1r91|||Vmn1r103|||Vmn1r121|||Vmn1r117|||Vmn1r115|||Vmn1r135|||Vmn1r142|||Gm8660|||Vmn1r152|||Vmn1r163|||Gm8720|||Vmn1r124|||Vmn1r159|||Vmn1r114|||Vmn1r126|||Gm5726|||Gm8677|||Gm16442|||Gm16451|||Gm8653|||Gm6164|||Gm4133|||Gm4187|||Gm10665|||Gm10670|||Gm4201|||Gm4141|||Gm4214|||Gm4175|||Gm4216|||Gm4177|||Gm10666|||Vmn1r183|||Vmn1r178|||Vmn1r180|||Vmn1r179|||Vmn1r181|||Vmn1r93|||V1rd18|||V1rd19|||Vmn1r-ps79	1.10049
Vmn1r151|||Gm5728|||Vmn1r120|||Vmn1r127|||Vmn1r103|||Vmn1r118|||Vmn1r115|||Vmn1r111|||Gm8660|||Vmn1r131|||Gm8453|||Gm4498|||Gm8693|||Gm4201|||Gm4141|||Gm4216|||Gm4177|||Vmn1r166|||Vmn1r138	0.725183
Gm5891|||Gm10662|||Gm4567|||Gm6902|||Gm5157|||Gm8600|||Gm8708	0.236884
Gm4567|||Gm6902|||Gm5891|||Gm10662|||Gm5157|||Gm8600|||Gm8708	9.66077e-08
Vmn1r132|||Vmn1r139|||Vmn1r100|||Vmn1r125|||Vmn1r116|||Vmn1r143|||Vmn1r155|||Vmn1r157|||Vmn1r107|||Vmn1r112|||Vmn1r130|||Vmn1r137|||Vmn1r165|||Vmn1r95|||Vmn1r148|||Vmn1r119|||Gm5725|||Vmn1r151|||Gm5728|||Vmn1r122|||Vmn1r120|||Vmn1r113|||Vmn1r94|||Vmn1r127|||Vmn1r91|||Vmn1r103|||Vmn1r104|||Vmn1r121|||Vmn1r117|||Vmn1r115|||Vmn1r142|||Gm8660|||Vmn1r152|||Gm8720|||Vmn1r124|||Vmn1r159|||Vmn1r114|||Vmn1r126|||Gm5726|||Gm8677|||Gm16442|||Gm16451|||Gm8653|||Gm6164|||Gm4133|||Gm4187|||Gm10665|||Gm10670|||Gm4201|||Gm4141|||Gm4214|||Gm4175|||Gm4216|||Gm4177|||Gm10666|||Vmn1r183|||Vmn1r178|||Vmn1r180|||Vmn1r179|||Vmn1r181|||Vmn1r93|||V1rd18|||V1rd19|||Vmn1r-ps79	1.27444
Gm16442|||Gm16451|||Vmn1r119|||Gm5725|||Vmn1r151|||Gm5728|||Vmn1r122|||Vmn1r120|||Vmn1r113|||Vmn1r94|||Vmn1r127|||Vmn1r91|||Vmn1r103|||Vmn1r125|||Vmn1r117|||Vmn1r116|||Vmn1r115|||Vmn1r142|||Vmn1r143|||Gm8660|||Gm8720|||Vmn1r159|||Vmn1r101|||Vmn1r114|||Vmn1r126|||Vmn1r149|||Vmn1r158|||Gm5726|||Gm8677|||Gm8653|||Gm6164|||Gm4133|||Gm4187|||Gm4214|||Gm4175|||Gm4216|||Gm4177|||Vmn1r95|||Gm10666|||Vmn1r183|||Vmn1r179|||Vmn1r93|||Vmn1r132|||Vmn1r129|||Vmn1r104|||Vmn1r121|||Vmn1r139|||Vmn1r155|||Vmn1r157|||Vmn1r124|||Vmn1r107|||Vmn1r100|||Vmn1r112|||Vmn1r130|||Vmn1r137|||Vmn1r165|||Gm10665|||Gm10670|||Gm4201|||Gm4141|||Vmn1r148|||Vmn1r178|||Vmn1r180|||Vmn1r181|||V1rd18|||V1rd19|||Vmn1r-ps79	0.740408
Vmn1r-ps79|||Vmn1r121|||Vmn1r114|||Vmn1r126|||Gm10665|||Gm10670|||Gm4214|||Gm4175|||Gm10666|||Vmn1r93|||Vmn1r125|||Vmn1r143|||Vmn1r155|||Vmn1r107|||Vmn1r100|||Vmn1r130|||Vmn1r137|||Vmn1r165|||Vmn1r148|||Vmn1r132|||Vmn1r119|||Gm5725|||Vmn1r151|||Gm5728|||Vmn1r122|||Vmn1r120|||Vmn1r113|||Vmn1r94|||Vmn1r129|||Vmn1r127|||Vmn1r91|||Vmn1r103|||Vmn1r104|||Vmn1r117|||Vmn1r116|||Vmn1r115|||Vmn1r139|||Vmn1r142|||Gm8660|||Vmn1r152|||Vmn1r157|||Gm8720|||Vmn1r124|||Vmn1r159|||Vmn1r101|||Vmn1r149|||Vmn1r158|||Vmn1r112|||Gm5726|||Gm8677|||Gm16442|||Gm16451|||Gm8653|||Gm6164|||Gm4133|||Gm4187|||Gm4201|||Gm4141|||Gm4216|||Gm4177|||Vmn1r95|||Vmn1r183|||Vmn1r178|||Vmn1r180|||Vmn1r179|||Vmn1r181|||V1rd18|||V1rd19	1.77975
Vmn1r151|||Gm5728|||Vmn1r122|||Vmn1r120|||Vmn1r103|||Gm8660|||Vmn1r159|||Vmn1r94|||Vmn1r127|||Vmn1r125|||Vmn1r116|||Vmn1r115|||Vmn1r142|||Vmn1r143|||Vmn1r155|||Vmn1r124|||Vmn1r107|||Vmn1r100|||Vmn1r130|||Vmn1r137|||Vmn1r165|||Gm16442|||Gm16451|||Gm4133|||Gm4187|||Gm4216|||Gm4177|||Vmn1r95|||Vmn1r148|||Vmn1r179|||Vmn1r132|||Vmn1r123|||Vmn1r119|||Gm5725|||Vmn1r113|||Vmn1r160|||Vmn1r129|||Vmn1r91|||Vmn1r104|||Vmn1r128|||Vmn1r121|||Vmn1r118|||Vmn1r117|||Vmn1r111|||Vmn1r135|||Vmn1r139|||Vmn1r152|||Vmn1r157|||Vmn1r163|||Gm8720|||Vmn1r101|||Vmn1r114|||Vmn1r126|||Vmn1r131|||Vmn1r149|||Vmn1r158|||Vmn1r112|||Gm5726|||Gm8677|||Gm8453|||Gm4498|||Gm8653|||Gm6164|||Gm8693|||Gm10665|||Gm10670|||Gm4201|||Gm4141|||Gm4214|||Gm4175|||Vmn1r166|||Vmn1r138|||Gm10666|||Vmn1r183|||Vmn1r178|||Vmn1r180|||Vmn1r181|||Vmn1r93|||V1rd18|||V1rd19|||Vmn1r-ps79	2.25477
Gm4567|||Gm5891|||Gm10662|||Gm6902|||Gm5157|||Gm8600|||Gm8708	6.84339e-06
Vmn1r158|||Gm16442|||Gm16451|||Vmn1r119|||Gm5725|||Vmn1r151|||Vmn1r94|||Vmn1r129|||Vmn1r127|||Vmn1r103|||Vmn1r125|||Vmn1r117|||Vmn1r116|||Vmn1r142|||Vmn1r143|||Gm8720|||Vmn1r101|||Vmn1r149|||Gm5726|||Gm8677|||Gm8653|||Gm6164|||Gm4133|||Gm4187|||Gm4216|||Gm4177|||Vmn1r95|||Vmn1r132|||Vmn1r123|||Gm5728|||Vmn1r122|||Vmn1r120|||Vmn1r113|||Vmn1r160|||Vmn1r91|||Vmn1r104|||Vmn1r128|||Vmn1r121|||Vmn1r118|||Vmn1r115|||Vmn1r111|||Vmn1r135|||Vmn1r139|||Gm8660|||Vmn1r155|||Vmn1r157|||Vmn1r163|||Vmn1r124|||Vmn1r159|||Vmn1r107|||Vmn1r114|||Vmn1r126|||Vmn1r131|||Vmn1r100|||Vmn1r112|||Vmn1r130|||Vmn1r137|||Vmn1r165|||Gm8453|||Gm4498|||Gm8693|||Gm10665|||Gm10670|||Gm4201|||Gm4141|||Gm4214|||Gm4175|||Vmn1r166|||Vmn1r138|||Gm10666|||Vmn1r148|||Vmn1r183|||Vmn1r179|||Vmn1r93|||Vmn1r-ps79|||Vmn1r178	0.955434
Vmn1r121|||Vmn1r114|||Vmn1r126|||Gm10665|||Gm10670|||Gm4214|||Gm4175|||Gm10666|||Vmn1r93|||Vmn1r-ps79|||Vmn1r151|||Vmn1r122|||Vmn1r120|||Vmn1r94|||Vmn1r103|||Vmn1r104|||Vmn1r125|||Vmn1r116|||Vmn1r142|||Vmn1r143|||Vmn1r155|||Vmn1r159|||Vmn1r107|||Vmn1r100|||Vmn1r130|||Vmn1r137|||Vmn1r165|||Vmn1r95|||Vmn1r148|||Vmn1r178|||Vmn1r132|||Vmn1r123|||Vmn1r119|||Gm5725|||Gm5728|||Vmn1r113|||Vmn1r160|||Vmn1r129|||Vmn1r127|||Vmn1r91|||Vmn1r128|||Vmn1r117|||Vmn1r115|||Vmn1r135|||Vmn1r139|||Gm8660|||Vmn1r152|||Vmn1r157|||Vmn1r163|||Gm8720|||Vmn1r124|||Vmn1r158|||Vmn1r112|||Gm5726|||Gm8677|||Gm16442|||Gm16451|||Gm8653|||Gm6164|||Gm4133|||Gm4187|||Gm4201|||Gm4141|||Gm4216|||Gm4177|||Vmn1r183|||Vmn1r180|||Vmn1r179|||Vmn1r181|||V1rd18|||V1rd19	2.58544
Vmn1r159|||Vmn1r119|||Vmn1r151|||Gm5728|||Vmn1r122|||Vmn1r120|||Vmn1r103|||Gm8660|||Gm4133|||Gm4187|||Vmn1r180|||Vmn1r179	0
Gm6902|||Gm5891|||Gm4567|||Gm10662|||Gm5157|||Gm8600|||Gm8708	0.0222893
Vmn1r175|||Vmn1r170|||Vmn1r171|||Vmn1r176|||Vmn1r167|||Vmn1r169	0.209459
Vmn1r176	0.00303245
Vmn1r177|||Vmn1r168	0.922446
Atp5g2	5.29467
Zfp111	0
Zfp109	0.409992
Zfp61	3.15527e-06
Zfp94	0.94394
Tescl	0
Irgc1	0.0297223
Pinlyp	0.217333
Zfp575	0
Tex101	2.73893e-14
Gm4763	3.12289
Cd177	0.00503774
Lypd4	0.0527395
Gm4881	0
Rabac1	0.00334373
Atp1a3	3.63674
Grik5	5.51592
Pou2f2|||Mir6537	0
Dedd2	3.17139e-14
Gsk3a	2.03699
Erf	0
Ceacam1	1.66098e-11
Pafah1b3	0.374154
Cnfn	2.83754e-07
Lipe	2.88308e-15
Cxcl17	0.935494
Ceacam2	0
Erich4	8.77098e-13
Bckdha	1.53014
Tmem91	2.9912
Ccdc97	0.00544838
Hnrnpul1	2.39441
Axl	0
Cyp2s1	1.73787e-11
Rpl37a	9.30338
LOC101055953|||Mrpl41	19.5358
Nlrp9c	6.56973
Vmn1r185	1.30553
Cyp2b23	0
Cyp2a22	0.381676
Egln2	5.55473e-09
Rab4b	0.0521953
Mia	0.0515821
Snrpa	0.563487
Itpkc	0
Ltbp4	2.58714
Shkbp1	0
Sptbn4	4.32463e-15
Pld3	11.1029
Map3k10	0
Prkcz	7.01403
Zfp974	1.95807
Gm10651|||Josd1	6.57586
Zfp780b	0.278984
Zfp850	1.29739e-14
Psmc4	0.1493
Selenov	7.68258
Dll3	2.40223
Timm50	0
Supt5	4.7523
Plekhg2	0
Zfp36	7.52635
Med29	7.8616e-06
Samd4b	0.0202089
Ifnl2	0
Nccrp1	0.00307647
Pak4	0
Acp7	1.28097e-08
Mrps12	0
Nfkbib	0.282155
Actn4	5.61624e-05
Eif3k	7.467e-06
Ryr1	1.42873e-13
Fam98c	0
Spred3	4.77738
Psmd8	0
Catsperg1	0
Kcnk6	1.51179e-05
2200002D01Rik	0
Spint2	2.59478e-14
Sipa1l3	2.51909e-11
Catsperg2|||Catsperg1	0
Zfp940	0
Zfp27	2.50245
Zfp74	0
Mif	3.15198
Zfp14	8.38177e-13
Zfp82	3.15865e-05
Zfp566	0.837321
Zfp146	4.82639e-11
Capns1	1.96041
Tbcb	3.77463
Ovol3	0
Wdr62	0.000171923
Sdhaf1	5.347e-10
Lrfn3	0.487244
Hcst	2.94239
Aplp1	0
Kirrel2	0.890004
Arhgap33	0
Proser3	0.224521
Lin37	0.00143547
Psenen	1.86331
Kmt2b	0
Zbtb32	0.0847249
Upk1a	0
Cox6b1	0
Etv2	0
Rbm42	0.346403
Pmis2	0.980795
Tmem147	3.61375
Gapdhs	6.26422
Ffar2	0
Ffar3	0
Ffar1	1.54373e-12
Cd22	0.449235
Mag	0.0207021
Hamp2	2.88308e-15
Hamp	3.51925
Usf2	0.417033
Lsr	8.21679e-14
Fxyd5	4.10236e-07
Fxyd7	1.5873e-13
Fxyd1	0
Fxyd3	4.59616
Hpn	1.11295e-10
Scn1b	1.04663
Gramd1a	6.70585
Scgb1b2	2.88308e-15
Scgb2b20|||Scgb2b7|||Scgb2b18|||Scgb2b11	0.00886177
Scgb2b23-ps	0
Scgb2b24	0.0262395
Scgb2b26	8.9413e-07
Scgb2b27	2.16391e-13
Wtip	1.90514e-06
Uba2	1.58387
Pdcd2l	0.138183
4931406P16Rik	0
Lsm14a	0.159341
Kctd15	0
Chst8	4.68001e-06
Cebpg	1.44154e-15
Lrp3	4.02174
Wdr88	0
Gpatch1	0.347086
Faap24	0
Tdrd12	2.09184e-13
Nudt19	1.27428
Rgs9bp	0.0153089
Pdcd5|||Pdcd5-ps	4.76501
Dpy19l3	6.40554
Zfp507	0.514651
Zfp536	8.35464
Uri1	9.99128
Ccne1	0
Plekhf1	6.35338
Pop4	5.37364e-07
Gm5591|||Gm6866|||Gm1988|||Gm6833|||Gm21129|||Gm29258	1.74392e-05
Gm5114|||Gm21136	1.27015e-06
Gm21276|||4930433I11Rik	3.73619
Gm5590	0.0218239
AI987944	0
AW146154|||Vmn2r57	0.0991187
Vmn2r-ps57	7.16528
Ccnb1-ps|||Ccnb1	0
Vmn2r-ps60|||Vmn2r60|||Vmn2r61|||Vmn2r-ps57|||Vmn2r58|||Vmn2r-ps54|||Vmn2r59	0.100269
4933421I07Rik	0.000146163
Gm8210|||Rpl29|||Gm8580|||Gm13213|||Gm38503|||LOC102634483	2.98001
Zfp976|||Zfp975|||Gm2381|||EU599041	7.02248e-08
Zfp975	1.91822
Zfp715	0.463915
Iglon5	1.08702
4931406B18Rik	0
Gm2511	7.88518e-07
Cd33	3.1754e-12
Siglece	1.50353
1700028J19Rik	0
Acp4	1.06736e-08
Clec11a	0
1700008O03Rik	4.3392e-05
Emc10	0.000109647
Mybpc2	0.21655
Spib	0
Pold1	0.00198304
Nr1h2	2.51355e-10
Myh14	0
Zfp473	6.84296e-06
Atf5	0
Tbc1d17	3.14715e-08
Ptov1	0.0953389
Med25	0.396411
Ap2a1	6.08406
Cpt1c	7.85804
Prmt1	2.05863e-08
Bcl2l12	1.25888
Scaf1	0.0513468
Prr12	1.64025e-08
Prrg2	0.388147
Rcn3	9.49083e-06
Fcgrt	1.0357
Rps11	6.75024
Snord35b	3.79862e-12
Rpl13a	7.33887
Snord35a	2.55582e-06
Snord34|||Rpl13a	2.00921
Snord33|||Mir5121	0.00108484
Snord32a|||Rpl13a	0.149308
Flt3l	2.03938e-06
Aldh16a1	1.32264
Ccdc155	0
Dkkl1	3.5221e-06
Cd37	0.0511887
Trpm4	1.44154e-15
Ppfia3	0
Lin7b	2.72967
Snrnp70	0.249164
Ruvbl2	0
Ftl1|||Mir692-3|||Mir692-2|||LOC100862446	0.00298755
Bax	0
Dhdh	0.0020468
Nucb1	0
Ppp1r15a	2.37665
Fgf21	4.67651e-10
Fut2	2.6105
Sec1	0.000154433
Sphk2	2.91383
Spaca4	0
Sult2b1	0
Gm5897	1.03294e-12
Cyth2	1.63578e-08
Kcnj14	1.00908e-14
Grwd1	2.30647e-14
Grin2d	5.54788e-10
Syngr4	0
Emp3	0.00296574
Abcc6	1.45412
Kcnj11	0.00297674
Abcc8	0
Ush1c	0.00211171
Sergef	0.0242222
Tph1	0.00296328
Saal1	0.149705
Saa3	3.47979e-11
Saa4	0
Saa1	0.000192731
Hps5	1.87707
Gm9392|||Rap1a	0.213821
Tsg101	0.094549
Uevld	2.94235e-13
Spty2d1	0.0948341
Ptpn5	8.61316
Mrgpra6	1.44154e-15
Mrgpra9	0.151313
Mrgpra1	2.2251
Mrgpra2a|||Mrgpra2b|||Mrgpra9|||Mrgpra6|||Mrgpra4|||Mrgpra5|||Mrgpra7|||Mrgpra1	3.08251
Mrgpra2b|||Mrgpra2a|||Mrgpra9|||Mrgpra6|||Mrgpra4|||Mrgpra5|||Mrgpra7|||Mrgpra1	2.03282
Mrgpra3	0.0515061
Mrgpra4|||Mrgpra8	0.171465
Mrgprx1	1.95775e-07
Mrgprb5	0.672278
Mrgprb4	1.52893
Mrgprb1	1.04336e-11
Mrgprx2	2.48458
Mrgprb2	0.0541507
Mrgprb3	0.102432
Csrp3	0.172502
E2f8	0
Dbx1	0
Fancf	0.00307807
Svip	0.606609
Nipa2	0
Nipa1	2.84952
Gabrg3	3.83066
Gabra5	0.0202325
Depdc1a	0.0201997
Snord115	0.766302
Snord116l1|||Snord116l2|||Snord116	0
Snrpn|||Snurf	0.83282
A230006K03Rik|||Gm38451	0
Mir344|||Mir344-2	3.32912
Mir344-2|||Mir344	3.57876
Gm32061	0
Mkrn3	0.241475
Peg12	0.510156
Chrna7	0.000149024
Klf13	2.1116
Fan1	0.674205
Mphosph10	3.34951
Fam189a1	5.32535
Nsmce3	1.09052
Tjp1	0
Lrrk1	0
Aldh1a3	7.24511e-10
Asb7	6.14577e-13
Mef2a	1.69591
Lrrc28	2.1664
Synm	12.6701
Pgpep1l	0.238776
Arrdc4	0
Snora21	0
Nr2f2	0.318916
Mctp2	0.000166411
Rpl17-ps10|||Rpl17|||Rpl17-ps8|||Gm6133|||Hk1	8.27639e-08
Gm30075	1.84131e-11
Chd2|||1810026B05Rik	0
Gm10619	1.29621
St8sia2	1.18735e-12
Slco3a1	0
Sv2b	0.0857756
Ntrk3	7.53364
Mrpl46	0.411042
Det1	0
Hapln3	0.149059
Mfge8	1.50793
Rlbp1	0.56293
Polg	0
Rhcg	0.00300807
Kif7	0.00031791
Plin1	2.36758e-08
Pex11a	0
Mesp1	0.220585
Anpep	0
Ap3s2	0.21382
Arpin	0
Idh2	0
Cib1	0.671642
Rccd1	0
Unc45a	2.55795e-07
Man2a2	0.339195
Fes	1.35189e-05
Furin	0.3952
Blm	0.798352
Crtc3	0
Iqgap1	8.64925e-15
Wdr73	9.4698e-06
Nmb	1.54341
Sec11a	1.18694
Rps17|||Gm6402|||Gm14586	0.785278
Cpeb1	7.07528
Ap3b2	4.78484
BC048679	2.52479
Fsd2	3.72951e-11
Homer2	1.027
3110040N11Rik	5.705e-11
Hdgfl3	4.44453e-05
Bnc1	0
Saxo2	0.0004273
Gm10610	2.09184e-13
Il16	0.112107
Cfap161	6.1697
Tlnrd1	7.057e-10
Cemip	0
Abhd17c	1.62475e-08
Arnt2	6.81466
Fah	1.44154e-15
Zfand6	6.7356
Vmn2r65	1.09717e-13
Vmn2r66	1.93882
Vmn2r68	1.07013
Vmn2r69|||Vmn2r70	0
Vmn2r74	0
Vmn2r75|||Vmn2r69|||Vmn2r67|||Vmn2r68|||Vmn2r70|||Vmn2r73|||Vmn2r74	0.482607
Vmn2r76	0
Olfr310	4.97385e-09
Olfr309	0.586704
Olfr308	4.46188e-08
Olfr307	0
Olfr305	0
Olfr304	4.85945
Olfr303	1.98516e-12
Olfr298	1.44154e-15
Olfr294	0.0136859
Folh1	0.292396
Tyr	0.570276
Tmem135	1.02365e-06
Prss23	0.00015818
Ccdc81	4.66565
Hikeshi	6.60389e-09
Eed	0.243789
Ccdc83	3.19106
Tmem126a	3.13254e-09
Tmem126b	0.37147
Ankrd42	3.53159
Pcf11	1.32618
4632427E13Rik	0.0473838
Ddias	2.05245
Gm15413	0.020185
Usp35	5.28953e-07
Thrsp	0.3731
Aamdc	0.382328
LOC102641859	7.32857e-09
Aqp11	0.0585035
Myo7a	0.000426311
Capn5	0
Omp	0.00217371
B3gnt6	0.0543917
Acer3	10.2479
Tsku	3.60385e-14
Emsy	0
Uvrag	1.30311
Dgat2	4.77455
Mogat2	1.25384
Serpinh1	10.1026
Rps3	0.0221393
Snord15b	0.0962086
Snord15a	0
Tpbgl	0
Slco2b1	1.2441
Neu3	2.68031e-07
Spcs2	0
Rnf169	4.26685e-09
Gm5115	0
Pold3	3.31875e-13
Ppme1	2.63602
Dnajb13	0
D630004N19Rik	1.05763e-05
Mrpl48	1.03037
Plekhb1	0
Relt	0
Arhgef17	3.74858
P2ry6	0
P2ry2	0
Atg16l2	0.00297458
Art2a-ps	0
Art2b	7.90479e-05
Inppl1	0
Folr2	0
Folr1	9.22924e-08
Lrrc51	4.61614e-13
Il18bp	0
Rnf121	4.86396
Art5	0
Chrna10	0
Nup98	0.908037
Rhog	1.90444e-13
Olfr543	0
Olfr544	0
Olfr545	1.25732
Trim21	0.0405306
Olfr551	9.81119
Olfr553	1.33318e-06
Trim68	1.44154e-15
Olfr33	1.92225e-11
Olfr559	0.498837
Olfr78|||Olfr560	0.0583092
Olfr566	0.00218805
Olfr569	0.613218
Olfr571	0
Olfr575	0
Olfr577	0.3189
Olfr578	1.05968
Olfr586	0.00131671
Olfr589	0.00108214
Olfr591	4.13053e-09
Usp17ld	1.89159
Olfr600	0.75117
Olfr601	1.9247e-09
Olfr603	0.700123
Olfr605	1.15213e-11
Olfr607	0
Olfr609	0
Olfr610	3.12834e-11
Olfr611	0.955425
Olfr612|||Olfr611	0.0125805
Olfr616	2.95567
Olfr620	5.45002
Olfr624|||Olfr620	1.78223
Olfr622	0.217045
Olfr623	2.14033
Olfr624	4.32463e-15
Olfr629	3.27015e-07
Olfr630	2.83843
Olfr69	8.05021e-12
Olfr68	2.45062e-14
Olfr67	0.912632
Hbb-bt|||Hbb-b2|||Hbb-bs|||Hbb-b1	0.0202587
Hbb-bs|||Hbb-b1|||Hbb-b2|||Hbb-bt	4.15325e-07
Hbb-bh2	0.00910255
Hbb-bh1	0
Hbb-y	3.54931
Olfr66	0.786926
Dnajc19-ps	5.58099
Olfr64	0
Olfr639	3.01383
Olfr640	0
Olfr642	0.11454
Olfr643	2.3436e-07
Olfr644	2.46107
Olfr645	1.4786e-07
Ubqln5	2.87524e-12
Ubqln3	0
Ubqlnl	0.515727
Olfm5	0
Olfr648	0.234927
Olfr649	0.111513
Trim12a	4.12012
Trim5|||Trim12c|||Trim12a	0
Trim12c	6.55059e-05
Trim30b|||Gm38525	4.32463e-15
Trim30a	0.242983
Trim30d	3.32755
Trim30e-ps1	1.95279e-06
Olfr655	0.939691
Olfr658	0
Usp17le|||Usp17ld|||Usp17la|||Usp17lc	4.98317e-07
Usp17lb	0.372061
Olfr666	7.1324e-11
Olfr667	2.64383
Olfr668	1.50115
Olfr670	7.07409e-09
Olfr671	0.535252
Olfr672	3.85619
Olfr675	4.60436e-11
Olfr683	2.76348
Olfr684	0
Olfr685	0
Olfr686	0.0205437
Olfr690	0
Olfr691	0.00249182
Fam160a2	4.56646
Cavin3	0.225423
Apbb1	5.28359
Hpx	0
Trim3	3.13604
Arfip2	0.0393498
Mrps36	1.75608
Rrp8	0
Tpp1	0.175495
Dchs1	5.3909
Mrpl17	2.49964
Gm8979|||Gm8989|||Gvin1|||Gm4070|||Gm1966	3.06107
Gvin1|||Gm4070	0.317378
Gm8989|||Gm8979|||Gvin1|||Gm4070|||Gm1966	4.02917
Gm4759	0.0850173
Gm1966	7.0377e-07
Olfr693	5.71368e-09
Olfr694|||Olfr704	2.28084e-06
Olfr695	5.07458e-07
Olfr697	2.27466e-06
Olfr698	0
Olfr699	0
Olfr700	3.27939e-05
Olfr702	0.461022
Olfr705	0
Olfr706	0.00310515
Olfr707	0
Olfr710	2.06522
Olfr6	1.20796e-11
Olfr711	4.38549e-13
Olfr2	0.559382
Olfr715b	0.240517
Olfr715	1.09157
Cyb5r2	3.03701e-06
Ovch2	0
Olfr469	0.000139866
Olfr470	0.788968
Olfr478	1.3583
Olfr480	3.7316e-08
Olfr482	0.0348838
Olfr484	0
Olfr485	9.14568e-06
Olfr486	4.53027
Olfr487|||Olfr486	2.58406
Olfr488	0.232862
Olfr490	4.40311e-12
Olfr492	3.40018
Olfr493	1.12663
Olfr502	0.000213409
Olfr504	8.33613e-05
Olfr509	0.000107668
Olfr514	0.813208
Olfr516	4.44139
Olfr517	3.6718e-11
Olfr518	0
Olfr519|||Olfr516|||Olfr517|||Olfr518|||Olfr514	1.1187
Nlrp10	0.163034
Ric3	7.22725e-06
Lmo1	0
Stk33	0.588562
Trim66	2.22731
St5	1.2551e-12
BC051019	0
Ascl3	0
Tmem9b	0
Nrip3	2.29224e-06
Scube2	1.61671e-06
Dennd5a	0.037737
Sbf2	0.149345
Rnf141	0
Lyve1	7.20771e-15
Mrvi1	1.10207e-07
Eif4g2	0.0704841
Galnt18	0
Dkk3	0
Btbd10	0.846361
Pth	0
L1Md-A101	0.77679
Rras2	0
Copb1	6.94543e-11
Psma1	0
Cyp2r1	0
Calca	0.298755
Sox6	9.16512e-10
Plekha7	3.69099e-11
Rps13|||Rps13-ps4	0
Snord14a|||Rps13	0.000246817
Pik3c2a	0
Rps15a	0.82316
Arl6ip1	0.586338
Smg1	1.91396
Syt17	7.25475
Itpripl2	0
Coq7	0.390425
Tmc7	0.0381845
Gde1	0.14387
Knop1	3.85345e-07
Gprc5b	5.40247e-11
Gpr139	0
